Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2011-11-22,44.79,55.21,40.69,25.96,18.18,3.95,144
2011-11-15,40.00,60.00,43.59,27.51,19.52,3.95,155
2011-11-08,39.94,60.06,45.18,27.13,19.00,3.95,155
2011-11-01,42.29,57.71,41.42,25.30,17.27,3.44,145
2011-10-25,44.09,55.91,38.02,25.40,17.27,3.44,140
2011-10-18,44.63,55.37,39.05,26.00,17.80,3.45,142
2011-10-11,43.36,56.64,39.56,25.52,17.97,2.27,142
2011-10-04,48.98,51.02,37.02,24.96,17.69,1.67,132
2011-09-27,48.81,51.19,35.84,24.96,17.44,1.64,131
2011-09-20,44.41,55.59,40.18,24.61,17.50,1.64,139
2011-09-13,44.54,55.46,39.12,25.06,17.61,1.70,139
2011-09-06,44.35,55.65,39.09,24.30,16.36,1.77,137
2011-08-30,19.20,80.80,55.47,33.71,19.74,3.64,193
2011-08-23,23.93,76.07,50.93,30.20,13.88,2.78,174
2011-08-16,24.32,75.68,49.59,30.39,13.79,2.78,172
2011-08-09,25.57,74.43,53.90,37.24,18.01,3.02,187
2011-08-02,24.93,75.07,55.06,39.13,18.36,2.18,190
2011-07-26,29.78,70.22,53.27,34.12,21.35,4.04,183
2011-07-19,34.76,65.24,48.87,34.36,22.23,4.87,176
2011-07-12,30.56,69.44,51.55,36.68,26.09,12.78,197
2011-07-05,26.38,73.62,55.10,38.19,27.81,14.05,209
2011-06-28,26.47,73.53,50.69,37.24,26.61,14.67,203
2011-06-21,33.73,66.27,51.07,37.65,26.92,15.00,197
2011-06-14,33.18,66.82,49.47,34.60,20.94,5.76,178
2011-06-07,36.91,63.09,47.37,32.38,19.28,3.37,166
2011-05-31,41.79,58.21,41.28,29.98,17.21,1.19,148
2011-05-24,42.07,57.93,40.10,27.16,12.04,0.94,138
2011-05-17,46.35,53.65,36.92,23.79,8.08,1.18,124
2011-05-10,46.31,53.69,35.45,20.77,6.42,1.01,117
2011-05-03,45.79,54.21,37.56,17.70,6.25,0.86,117
2011-04-26,41.82,58.18,37.54,17.17,5.27,0.59,119
2011-04-19,35.75,64.25,42.42,20.15,6.74,0.59,134
2011-04-12,35.17,64.83,46.31,19.73,7.59,0.29,139
2011-04-05,33.95,66.05,46.90,18.45,7.20,0.00,139
2011-03-29,28.37,71.63,48.81,23.45,8.20,0.00,152
2011-03-22,23.42,76.58,53.65,23.11,7.97,0.00,161
2011-03-15,23.20,76.80,51.60,23.07,6.96,0.00,158
2011-03-08,17.53,82.47,66.95,23.41,7.05,0.00,180
2011-03-01,10.85,89.15,72.74,27.99,6.84,0.00,197
2011-02-22,9.32,90.68,73.45,27.20,5.55,0.00,197
2011-02-15,10.21,89.79,63.24,24.80,4.35,0.00,182
2011-02-08,16.88,83.12,60.40,24.80,4.35,0.00,173
2011-02-01,12.71,87.29,64.18,31.39,5.51,0.00,188
2011-01-25,11.34,88.66,64.46,28.37,7.34,0.00,189
2011-01-18,11.34,88.66,60.87,29.17,8.63,0.00,187
2011-01-11,15.72,84.28,59.81,28.05,8.65,0.00,181
2011-01-04,21.15,78.85,55.02,27.30,8.12,0.00,169
2010-12-28,18.89,81.11,57.46,30.00,8.53,0.00,177
2010-12-21,20.62,79.38,53.69,25.88,6.11,0.00,165
2010-12-14,21.76,78.24,51.76,23.27,5.28,0.00,159
2010-12-07,19.20,80.80,53.21,24.29,5.24,0.00,164
2010-11-30,13.66,86.34,56.63,25.06,3.82,0.00,172
2010-11-23,20.05,79.95,54.87,28.76,5.03,0.00,169
2010-11-16,21.14,78.86,49.69,26.24,5.60,0.00,160
2010-11-09,22.21,77.79,51.95,28.87,6.25,0.00,165
2010-11-02,19.55,80.45,53.45,30.31,6.35,0.00,171
2010-10-26,22.68,77.32,53.74,27.84,6.31,0.00,165
2010-10-19,23.32,76.68,53.09,26.20,5.65,0.00,162
2010-10-12,26.43,73.57,47.59,19.17,2.76,0.00,143
2010-10-05,30.73,69.27,37.90,11.17,1.85,0.00,120
2010-09-28,19.75,80.25,42.64,12.24,1.34,0.00,136
2010-09-21,22.31,77.69,39.94,11.36,1.34,0.00,130
2010-09-14,39.42,60.58,28.46,8.72,0.90,0.00,99
2010-09-07,50.88,49.12,21.85,6.03,0.90,0.00,78
2010-08-31,55.26,44.74,20.09,5.62,0.84,0.00,71
2010-08-24,58.80,41.20,16.81,5.60,0.84,0.00,64
2010-08-17,44.88,55.12,21.57,5.98,0.84,0.00,84
2010-08-10,46.52,53.48,22.82,7.64,1.72,0.00,86
2010-08-03,51.06,48.94,20.59,7.64,1.72,0.00,79
2010-07-27,50.23,49.77,19.97,6.12,1.66,0.00,78
2010-07-20,53.13,46.87,11.80,3.76,1.44,0.00,64
2010-07-13,59.28,40.72,10.53,3.21,1.45,0.00,56
2010-07-06,61.40,38.60,10.32,3.21,1.45,0.00,54
2010-06-29,71.50,28.50,6.77,3.29,1.53,0.00,40
2010-06-22,81.05,18.95,5.72,2.45,0.00,0.00,27
2010-06-15,86.21,13.79,5.30,2.45,0.00,0.00,22
2010-06-08,85.51,14.49,5.63,2.45,0.00,0.00,23
2010-06-01,84.71,15.29,7.24,2.50,0.00,0.00,25
2010-05-25,85.25,14.75,5.04,0.00,0.00,0.00,20
2010-05-18,81.31,18.69,5.25,0.00,0.00,0.00,24
2010-05-11,74.44,25.56,7.08,0.00,0.00,0.00,33
2010-05-04,77.84,22.16,3.22,0.00,0.00,0.00,25
2010-04-27,71.13,28.87,2.19,0.00,0.00,0.00,31
2010-04-20,74.96,25.04,2.19,0.00,0.00,0.00,27
2010-04-13,79.06,20.94,0.74,0.00,0.00,0.00,22
2010-04-06,86.13,13.87,0.00,0.00,0.00,0.00,14
2010-03-30,94.58,5.42,0.00,0.00,0.00,0.00,5
2010-03-23,97.63,2.37,0.00,0.00,0.00,0.00,2
2010-03-16,96.07,3.93,0.00,0.00,0.00,0.00,4
2010-03-09,88.75,11.25,0.00,0.00,0.00,0.00,11
2010-03-02,99.45,0.55,0.00,0.00,0.00,0.00,1
2010-02-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-19,99.71,0.29,0.00,0.00,0.00,0.00,0
2010-01-12,99.71,0.29,0.00,0.00,0.00,0.00,0
2010-01-05,99.71,0.29,0.00,0.00,0.00,0.00,0
2009-12-29,99.67,0.33,0.00,0.00,0.00,0.00,0
2009-12-22,99.11,0.89,0.00,0.00,0.00,0.00,1
2009-12-15,98.45,1.55,0.31,0.00,0.00,0.00,2
2009-12-08,98.01,1.99,0.31,0.00,0.00,0.00,2
2009-12-01,95.45,4.55,0.92,0.00,0.00,0.00,5
2009-11-24,94.14,5.86,0.82,0.00,0.00,0.00,7
2009-11-17,92.33,7.67,0.53,0.00,0.00,0.00,8
2009-11-10,88.90,11.10,3.74,0.27,0.00,0.00,15
2009-11-03,88.90,11.10,3.74,0.27,0.00,0.00,15
2009-10-27,87.67,12.33,4.21,0.27,0.00,0.00,17
2009-10-20,88.97,11.03,3.40,0.27,0.00,0.00,15
2009-10-13,87.59,12.41,2.23,0.27,0.00,0.00,15
2009-10-06,89.65,10.35,3.05,0.54,0.00,0.00,14
2009-09-29,86.64,13.36,4.08,0.80,0.00,0.00,18
2009-09-22,80.41,19.59,5.57,0.93,0.00,0.00,26
2009-09-15,82.07,17.93,5.64,0.08,0.00,0.00,24
2009-09-08,80.42,19.58,3.44,0.00,0.00,0.00,23
2009-09-01,82.35,17.65,3.39,0.00,0.00,0.00,21
2009-08-25,76.43,23.57,3.27,0.00,0.00,0.00,27
2009-08-18,71.51,28.49,2.64,0.00,0.00,0.00,31
2009-08-11,75.38,24.62,2.06,0.00,0.00,0.00,27
2009-08-04,75.38,24.62,2.06,0.00,0.00,0.00,27
2009-07-28,69.39,30.61,3.05,0.00,0.00,0.00,34
2009-07-21,65.36,34.64,4.56,0.00,0.00,0.00,39
2009-07-14,68.92,31.08,5.27,0.00,0.00,0.00,36
2009-07-07,70.31,29.69,5.27,0.00,0.00,0.00,35
2009-06-30,81.18,18.82,4.33,0.00,0.00,0.00,23
2009-06-23,89.91,10.09,3.40,0.00,0.00,0.00,13
